geoid,knoopnr,naam,lat,lon
9212,36,Fietsnetwerk Vlaams-Brabant,50.96336634441097,4.322172924557679
9213,37,Fietsnetwerk Vlaams-Brabant,50.95509030922333,4.308157897323441
9214,34,Fietsnetwerk Vlaams-Brabant,50.97377319982474,4.364061459755079
9215,35,Fietsnetwerk Vlaams-Brabant,50.962857941762984,4.370019574334316
9217,32,Fietsnetwerk Vlaams-Brabant,50.975760092335655,4.391073993253452
9218,17,Fietsnetwerk Vlaams-Brabant,50.980487978216786,4.436876462442505
9219,18,Fietsnetwerk Vlaams-Brabant,50.96246421567979,4.45679414672562
9223,62,Fietsnetwerk Vlaams-Brabant,50.98828224932793,4.495687383580263
9224,61,Fietsnetwerk Vlaams-Brabant,50.986540083309315,4.518908424805587
9226,49,Fietsnetwerk Vlaams-Brabant,50.961190727798574,4.49053150398064
9227,44,Fietsnetwerk Vlaams-Brabant,50.96619104569393,4.516319187466905
9228,54,Fietsnetwerk Vlaams-Brabant,50.992692950310776,4.527268985199496
9229,54,FNW,50.99298119424921,4.527636479807489
9230,22,Fietsnetwerk Vlaams-Brabant,50.99260044609588,4.613879066287914
9231,21,Fietsnetwerk Vlaams-Brabant,50.97702684029681,4.58548988909304
9232,41,Fietsnetwerk Vlaams-Brabant,50.98343761983197,4.570670687917391
9235,77,Fietsnetwerk Vlaams-Brabant,50.975018909544005,4.55751712060989
9236,77,Fietsnetwerk Vlaams-Brabant,50.975264243172255,4.557934868445868
9237,24,Fietsnetwerk Vlaams-Brabant,51.00472859434148,4.635965832405961
9238,81,Fietsnetwerk Vlaams-Brabant,50.9671739134191,4.611446584030903
9242,27,Fietsnetwerk Vlaams-Brabant,50.96090188894538,4.656037864357406
9243,26,Fietsnetwerk Vlaams-Brabant,50.959085813495015,4.672023370376984
9244,72,Fietsnetwerk Vlaams-Brabant,50.95961644606868,4.690035454186014
9248,25,Fietsnetwerk Vlaams-Brabant,50.9865418593596,4.668328170296873
9251,67,Fietsnetwerk Vlaams-Brabant,50.97066471926177,4.717331571861441
9252,11,Fietsnetwerk Vlaams-Brabant,50.98357962357861,4.780661783810888
9253,92,Fietsnetwerk Vlaams-Brabant,50.980176222010925,4.780317520993825
9254,62,Fietsnetwerk Vlaams-Brabant,50.96896737156012,4.785820469370119
9255,89,Fietsnetwerk Vlaams-Brabant,50.981970184677664,4.833636742091405
9256,9,Fietsnetwerk Vlaams-Brabant,50.98819069410515,4.821186870958989
9257,10,Fietsnetwerk Vlaams-Brabant,50.99034227799386,4.826262257211845
9259,2,Fietsnetwerk Vlaams-Brabant,50.98500615734008,4.873298227059401
9260,4,Fietsnetwerk Vlaams-Brabant,50.97715513550525,4.864506161138865
9261,1,Fietsnetwerk Vlaams-Brabant,50.98277662479514,4.901906149678621
9262,6,Fietsnetwerk Vlaams-Brabant,50.9649266093028,4.903624415982621
9263,94,Fietsnetwerk Vlaams-Brabant,50.96931565180276,4.918675421475037
9264,38,Fietsnetwerk Vlaams-Brabant,50.95304220653054,5.01458344271899
9265,33,Fietsnetwerk Vlaams-Brabant,50.98992852891297,5.058995474231897
9267,34,Fietsnetwerk Vlaams-Brabant,50.97610765582682,5.070862251261377
9341,17,Leiestreek,51.02301522337039,3.493728498024769
9342,19,Leiestreek,51.02325239199238,3.495736923530913
9343,99,Leiestreek,51.03452642442017,3.514973617385197
9344,49,Leiestreek,51.029196426344974,3.520372547984302
9345,48,Leiestreek,51.00244633061323,3.511938239720618
9346,4,Leiestreek,50.9982358958736,3.534253423002493
9347,98,Leiestreek,51.017933135136474,3.540838864448801
9348,95,Leiestreek,51.02576986220852,3.54701299645215
9349,96,Leiestreek,51.02376497068361,3.55907218237908
9350,93,Leiestreek,51.03281701814393,3.54576878928227
9351,94,Leiestreek,51.034590868343074,3.548186764038054
9352,91,Leiestreek,51.03346532551932,3.550743996560771
9353,85,Leiestreek,51.02790547055248,3.585787588130668
9354,88,Leiestreek,51.02171080459978,3.584156619383153
9355,90,Leiestreek,51.01338845929186,3.583860832331653
9356,12,Leiestreek,50.99927598053618,3.575187202462233
9357,86,Leiestreek,51.009741630634416,3.603096572082657
9358,76,Leiestreek,51.01224940526059,3.608737828593784
9359,74,Leiestreek,51.03036044517271,3.621863476320232
9360,71,Leiestreek,51.03645348221473,3.618108091491668
9361,63,Leiestreek,51.0314909482181,3.667055291033712
9362,62,Leiestreek,51.03202111727322,3.667915884220964
9363,56,Leiestreek,51.03262233147278,3.683734650341341
9365,88,Leiestreek,51.01443525566544,3.657806659871627
9366,30,Leiestreek,50.99576784807073,3.69264504952998
9367,22,Leiestreek,50.999262212599234,3.634659499433123
9368,23,Leiestreek,50.9960313280188,3.644163100745895
9369,99,Scheldeland,50.99693086400582,3.730771595708754
9371,2,Leiestreek,51.015615886065895,3.692261895802865
9375,12,Scheldeland,51.01868582737831,3.790403987924041
9376,21,Scheldeland,51.02218405980844,3.823590899731575
9377,16,Scheldeland,51.00105705692679,3.788642614302079
9378,17,Scheldeland,51.00298135254365,3.796915972759696
9382,25,Scheldeland,51.03878375567566,3.857781473006229
9383,29,Scheldeland,51.036056719536894,3.881753171624426
9384,31,Scheldeland,51.03598186738687,3.908642974327233
9385,39,Scheldeland,51.037112126064656,3.931082378200951
9386,24,Scheldeland,51.031314124909834,3.849343436003878
9387,28,Scheldeland,51.019193956704804,3.850395071342055
9388,66,Scheldeland,50.998470300237116,3.848652274235987
9389,36,Scheldeland,51.01494367044259,3.89247888332288
9390,37,Scheldeland,51.01407196449804,3.898189417608811
9392,34,Scheldeland,51.00948751980954,3.880609985835384
9393,35,Scheldeland,51.009370512089,3.884322459332972
9397,41,Scheldeland,51.01794955809917,3.922417255000792
9398,43,Scheldeland,51.01367299541781,3.928869484255798
9399,42,Scheldeland,51.014305059724634,3.929394213819162
9400,45,Scheldeland,51.02118766276576,3.960212362323678
9401,46,Scheldeland,51.01724482214102,3.959034176982644
9402,65,Scheldeland,51.018944487678155,3.97861774061997
9403,11,Scheldeland,51.0019755764929,3.98247200735158
9405,69,Scheldeland,51.02577934006103,4.002040503717762
9406,14,Scheldeland,51.00018506684822,4.007539100038384
9407,2,Scheldeland,51.00719378558158,4.026020108368815
9408,67,Scheldeland,51.00983913535983,4.020996803087326
9412,74,Scheldeland,51.017438620248065,4.033742976843582
9413,68,Scheldeland,51.006238287582086,4.00915280246729
9415,91,Scheldeland,51.03422604038697,4.100548666474157
9416,89,Scheldeland,51.03009347326882,4.093975472424808
9417,84,Scheldeland,51.02949211982135,4.090784773807477
9418,85,Scheldeland,51.020250797357065,4.083810123585454
9420,27,Scheldeland,50.99705300510206,4.075440520161196
9421,32,Scheldeland,50.997090843089566,4.099696762174767
9422,94,Scheldeland,51.02051020051454,4.121953754859629
9423,97,Scheldeland,51.01994423445131,4.151338709030008
9424,42,Scheldeland,50.9988524584137,4.152013091129723
9425,96,Scheldeland,51.006158920358544,4.162697696400199
9426,59,Scheldeland,51.00296084854045,4.185382151641218
9427,53,Scheldeland,51.02320583969692,4.189983370693609
9428,52,Scheldeland,51.03599070233794,4.189350699465148
9429,66,Scheldeland,51.026812199401846,4.215427924420649
9430,23,Fietsnetwerk Vlaams-Brabant,51.01423361714488,4.239310347378386
9431,64,Scheldeland,51.00545266276535,4.232445384403355
9432,54,Scheldeland,51.006752716649274,4.214181997466707
9433,61,Fietsnetwerk Vlaams-Brabant,50.99892232734094,4.267055168746252
9434,24,Fietsnetwerk Vlaams-Brabant,51.01564582048632,4.267748414754515
9435,62,Fietsnetwerk Vlaams-Brabant,51.01082840595325,4.29021399636396
9436,25,Fietsnetwerk Vlaams-Brabant,51.011301598341674,4.286267089334101
9437,27,Fietsnetwerk Vlaams-Brabant,51.010906555603405,4.352880848872692
9438,30,Fietsnetwerk Vlaams-Brabant,51.0004917323171,4.368112173083671
9439,57,FNW,51.02408504127957,4.496358308346244
9441,99,FNW,51.028260930185766,4.50251907730035
9442,64,FNW,51.01215749489388,4.520052843329331
9443,44,FNW,51.034545970577085,4.535415068746438
9444,46,FNW,51.030417078071984,4.537624022316624
9447,1,FNW,51.03631113013528,4.575151869920945
9448,74,FNW,51.017255775673995,4.587490781278468
9449,15,FNW,51.02502163447947,4.607725090821544
9450,73,FNW,51.00037121629054,4.58514612992647
9453,4,FNW,51.0273334706795,4.651917940213104
9454,84,FNW,51.03123391834253,4.683080896703786
9455,69,Fietsnetwerk Vlaams-Brabant,51.01205958733736,4.700191005546243
9457,90,FNW,51.017484438479904,4.708722323710048
9458,70,Fietsnetwerk Vlaams-Brabant,51.01099033691312,4.730668826282414
9459,61,Fietsnetwerk Vlaams-Brabant,51.02322042074862,4.757307735533724
9461,75,FNW,51.03287320387259,4.747711012409969
9462,50,Fietsnetwerk Vlaams-Brabant,50.99719155897621,4.807091033147523
9463,49,Fietsnetwerk Vlaams-Brabant,50.99856737856674,4.811879834032479
9464,48,Fietsnetwerk Vlaams-Brabant,51.00422777419401,4.831527410288162
9465,12,FNW,51.03236567538214,4.82495682945801
9466,31,Fietsnetwerk Vlaams-Brabant,51.003035332671104,5.045490788298468
9467,30,Fietsnetwerk Vlaams-Brabant,51.00398900848591,5.078854069268236
9548,14,Meetjesland,51.055312610534884,3.497898912510788
9549,13,Leiestreek,51.051349855191496,3.510129607484741
9550,97,Leiestreek,51.04252403999763,3.516902999739991
9551,92,Leiestreek,51.053795372109754,3.52754460141612
9552,87,Leiestreek,51.07364135691002,3.534638529021823
9553,83,Leiestreek,51.06985198480765,3.545092598986278
9554,12,Meetjesland,51.08264691572426,3.50898640298974
9555,89,Leiestreek,51.08280780491824,3.519814189595906
9556,72,Leiestreek,51.04100404939158,3.613162693929808
9557,69,Leiestreek,51.05257950968697,3.616870525292397
9558,70,Leiestreek,51.06156981772043,3.591604567370848
9559,60,Leiestreek,51.07147857837011,3.629828522616135
9560,46,Meetjesland,51.07900390181909,3.62492541828643
9561,66,Leiestreek,51.07102033616661,3.601818536214922
9562,47,Leiestreek,51.07628338294448,3.587978748280901
9563,73,Leiestreek,51.074536588278946,3.576977765554257
9564,80,Leiestreek,51.05713222122759,3.571797774694347
9565,81,Leiestreek,51.05736682046698,3.570590726481771
9566,82,Leiestreek,51.05789819009555,3.567962716369228
9569,75,Leiestreek,51.074547200777566,3.571838348612182
9570,77,Leiestreek,51.07377376460727,3.569168895778107
9571,59,Leiestreek,51.068446799454854,3.647039305074137
9572,50,Leiestreek,51.080743524690654,3.671155835662136
9573,65,Leiestreek,51.04906127493609,3.633420325563291
9574,61,Leiestreek,51.04718869132216,3.652530160206331
9575,58,Leiestreek,51.05105383699237,3.662099336421221
9576,57,Leiestreek,51.051286114328136,3.662759946266557
9577,52,Leiestreek,51.0445660421085,3.69381690091316
9579,5,Scheldeland,51.042865456194924,3.740835149724632
9580,7,Scheldeland,51.028224419347424,3.788787574257694
9581,9,Scheldeland,51.0786876397474,3.83370908934699
9582,8,Scheldeland,51.067581789490006,3.811781485952954
9583,11,Scheldeland,51.04701784321797,3.81441482266413
9584,14,Scheldeland,51.040467279856365,3.827605138352192
9585,15,Scheldeland,51.04845938654852,3.837038898589036
9586,20,Scheldeland,51.04765499472721,3.849948880250119
9587,13,Waasland,51.0703975157127,3.856679752112839
9588,18,Waasland,51.067529661249644,3.868949716968
9589,19,Waasland,51.08634213434298,3.871476662589104
9590,23,Waasland,51.08982630224593,3.891502434068165
9591,26,Waasland,51.07102319281025,3.893445974846169
9592,27,Waasland,51.06545373868256,3.896402846438064
9593,33,Scheldeland,51.051008794319856,3.928506018615971
9594,30,Waasland,51.07707577405777,3.943316860498835
9595,32,Waasland,51.076655503463535,3.953664972409909
9601,71,Scheldeland,51.05971645256118,3.985341742397992
9602,66,Scheldeland,51.045359579657564,3.981024306226367
9603,80,Scheldeland,51.08456790957794,4.015330443096762
9604,82,Scheldeland,51.069052969372216,4.038443401491323
9605,72,Scheldeland,51.05166889576771,3.997751807774355
9606,73,Scheldeland,51.04433971060578,4.008750450511688
9607,79,Scheldeland,51.049720215055295,4.036907840814895
9608,86,Scheldeland,51.070052660279465,4.057192268988697
9609,93,Scheldeland,51.07750658129401,4.07331009705282
9610,83,Scheldeland,51.050015126505244,4.057765443222594
9611,92,Scheldeland,51.05763757459555,4.084651451162886
9612,90,Scheldeland,51.04632327729588,4.090052661019485
9613,88,Scheldeland,51.04335511620268,4.082455418576826
9614,87,Scheldeland,51.04415888362432,4.081862798210858
9615,95,Scheldeland,51.04156012246656,4.119758896452788
9616,98,Scheldeland,51.071121340448975,4.115349387632656
9617,60,Scheldeland,51.084211652922356,4.126923579000468
9618,55,Scheldeland,51.07455886601551,4.148627619324288
9622,7,FNW,51.08011273943587,4.199326044930495
9623,85,FNW,51.047673328118705,4.315563189747686
9624,84,FNW,51.0438014925456,4.324645940049487
9626,91,FNW,51.07562365657509,4.520285932392847
9627,43,FNW,51.066875941828236,4.522709913412899
9628,42,FNW,51.08123763373765,4.547173004137044
9629,35,FNW,51.07036120385149,4.588369977321653
9630,36,FNW,51.06510229509155,4.571767596699424
9631,37,FNW,51.060035495689064,4.586903220097002
9632,26,FNW,51.04797908869465,4.623963318535742
9633,17,FNW,51.068079557509094,4.640132598196213
9634,2,FNW,51.04682224334523,4.648018631603459
9636,18,FNW,51.081489218374756,4.646584188320777
9637,19,FNW,51.06079493286682,4.668420830405066
9638,79,FNW,51.05969712463515,4.692332236705911
9639,92,FNW,51.05171135671058,4.6892944274029
9640,78,FNW,51.074126721598034,4.693451924176768
9644,332,Knooppuntennetwerk,51.04400904959258,5.111469888065418
9680,58,FNW,51.19168901634871,5.206989490579024
9690,3,Meetjesland,51.08466712124621,3.446043236684591
9692,85,Meetjesland,51.09255245894034,3.485470062076477
9693,83,Meetjesland,51.09569360851759,3.489381384690894
9694,81,Meetjesland,51.09799304552399,3.493883427039369
9698,92,Meetjesland,51.09360955311417,3.444146711992088
9701,88,Meetjesland,51.111374413533795,3.468247010682528
9702,77,Meetjesland,51.119480313101946,3.479353210750839
9703,89,Meetjesland,51.11666134236977,3.448857444319818
9704,90,Meetjesland,51.11673984418111,3.416136516194157
9705,70,Meetjesland,51.137850191983944,3.483110675340659
9706,93,Meetjesland,51.1434740917857,3.41570065431646
9707,82,Meetjesland,51.143072031476244,3.440263216217299
9709,68,Meetjesland,51.15954814310059,3.474180177459431
9710,71,Meetjesland,51.159942144199526,3.456883217792827
9711,79,Meetjesland,51.164264406558026,3.421942886447917
9712,69,Meetjesland,51.17139325341017,3.45022689991265
9713,2,Meetjesland,51.090976712483105,3.524169438697475
9714,6,Meetjesland,51.09439727146518,3.548478650037945
9715,1,Meetjesland,51.091784313266,3.52393414952935
9718,59,Meetjesland,51.140114139578564,3.556903797339094
9719,56,Meetjesland,51.15202301402168,3.550162675610792
9722,53,Meetjesland,51.137740695701126,3.522457719466285
9723,52,Meetjesland,51.1369076507406,3.511120668745554
9724,66,Meetjesland,51.13756412436875,3.50614283469315
9725,65,Meetjesland,51.148821357244046,3.512750738067758
9726,67,Meetjesland,51.15372294402423,3.508599454015478
9727,64,Meetjesland,51.15374776240814,3.508223411988206
9728,50,Meetjesland,51.178192718668974,3.532527443927706
9729,97,Meetjesland,51.183968179757414,3.527587152527984
9730,96,Meetjesland,51.19021697564878,3.524706100611021
9731,95,Meetjesland,51.206271373673516,3.513856324188633
9732,17,Meetjesland,51.21139540913599,3.486192373173353
9733,19,Meetjesland,51.203714690252276,3.485281011520911
9734,24,Meetjesland,51.190442320170355,3.497200062859837
9735,23,Meetjesland,51.179068383161336,3.485113360429321
9736,20,Meetjesland,51.18119897741454,3.47274424930133
9737,14,Meetjesland,51.18197768942299,3.451442461775946
9738,11,Meetjesland,51.18953416894596,3.428181471368339
9739,9,Meetjesland,51.19785979319515,3.426378804421439
9741,10,Meetjesland,51.20956530575937,3.444726951046301
9742,13,Meetjesland,51.21084845460052,3.469311564532589
9743,8,Meetjesland,51.21753756470663,3.44471044357622
9748,20,Meetjesland,51.18518293243099,3.681671898224094
9749,26,Meetjesland,51.171192142655464,3.689045429171883
9750,87,Meetjesland,51.20224967293613,3.578934749651545
9751,88,Meetjesland,51.182663701848725,3.598984404727642
9752,62,Meetjesland,51.178782172843036,3.589706373742656
9753,58,Meetjesland,51.1731307447782,3.584407039068362
9754,98,Meetjesland,51.176982892385304,3.58030773895383
9755,57,Meetjesland,51.167625842514106,3.57226542358718
9756,55,Meetjesland,51.17677546460501,3.567343812211114
9757,99,Meetjesland,51.18498678947037,3.570701856769159
9758,94,Meetjesland,51.18508327359622,3.564421566338368
9759,3,Meetjesland,51.16092873104881,3.604018924528126
9760,5,Meetjesland,51.16362406137175,3.616746759823775
9761,9,Meetjesland,51.13676124894229,3.597095623774903
9762,13,Meetjesland,51.14006209733861,3.61261904414319
9763,15,Meetjesland,51.13960737898842,3.613909739753531
9764,11,Meetjesland,51.16301558484009,3.627665812681559
9765,78,Meetjesland,51.1687077295125,3.636827050461152
9766,17,Meetjesland,51.165778215762494,3.641748507323124
9767,24,Meetjesland,51.142550088940965,3.64654144028198
9768,27,Meetjesland,51.148687905694054,3.660835167924401
9769,31,Meetjesland,51.13648109421405,3.671583224396883
9770,33,Meetjesland,51.153944812949085,3.692479757286331
9771,38,Meetjesland,51.12808547339216,3.695008377802002
9772,7,Meetjesland,51.11712077331634,3.572054516492919
9773,16,Meetjesland,51.120364797463175,3.597024473862449
9774,28,Meetjesland,51.12214633123292,3.639544546556098
9775,30,Meetjesland,51.11345173149793,3.646063464255863
9776,34,Meetjesland,51.10555351616159,3.646684351469378
9777,37,Meetjesland,51.10063166711911,3.655424939848186
9778,32,Meetjesland,51.098806773864005,3.636253511977424
9780,51,Meetjesland,51.0859509416431,3.65654804881302
9784,54,Meetjesland,51.08829728979145,3.636633529337133
9786,48,Meetjesland,51.08470748546026,3.604915876897151
9787,25,Meetjesland,51.096620072043606,3.606499048577415
9788,23,Meetjesland,51.098564941509565,3.603651117372076
9789,22,Meetjesland,51.10018273452559,3.595280470573168
9790,12,Meetjesland,51.09955198396372,3.57050624103883
9791,10,Leiestreek,51.09562740850678,3.560811898858047
9793,14,Leiestreek,51.094958235318025,3.57069029940482
9797,29,Meetjesland,51.09114463865302,3.601909503498707
9798,64,Meetjesland,51.089503653472605,3.602785736947145
9799,44,Meetjesland,51.11338174038696,3.709699571414483
9800,45,Meetjesland,51.115187235563184,3.711366090607204
9801,49,Meetjesland,51.124149479142424,3.735293091657736
9804,98,Waasland,51.11234678076377,3.836276904210973
9807,90,Waasland,51.11059562066692,3.900041120457602
9809,92,Waasland,51.098602600514496,3.902960137938029
9810,91,Waasland,51.0940781942351,3.914850870975587
9811,85,Waasland,51.12036786953399,3.930260664736407
9812,87,Waasland,51.10315850046209,3.943095543026116
9813,86,Waasland,51.10059878318815,3.947125566999956
9814,20,Waasland,51.131233955832414,3.983136226845423
9815,23,Waasland,51.11868939962663,3.991535947650069
9816,24,Waasland,51.10940273524472,3.992977226230194
9817,78,Waasland,51.088768629733,4.005617558163003
9818,26,Waasland,51.13245879992321,4.041029946419089
9819,32,Waasland,51.11974560253333,4.05113091855296
9820,35,Scheldeland,51.09729836929425,4.049495568634551
9821,28,Waasland,51.09878738872424,4.009615992214994
9822,27,Waasland,51.09976878563482,4.009556169012269
9823,29,Waasland,51.0991555793972,4.018992204357201
9824,37,Waasland,51.12490645223254,4.097311481133756
9825,39,Waasland,51.10297340588487,4.086333602377858
9826,40,Scheldeland,51.088375748058795,4.081306975583022
9827,46,Scheldeland,51.09805889571586,4.102766858193632
9828,43,Waasland,51.10307232333849,4.102356645519991
9829,42,Waasland,51.10807256465895,4.101638955643012
9830,47,Waasland,51.10692199096187,4.1275699030337
9831,49,Scheldeland,51.10130494463859,4.131970615722254
9832,90,Scheldeland,51.10503077534396,4.140438930142106
9833,79,Waasland,51.106188889235575,4.139164019288087
9836,2,FNW,51.11667282382394,4.232069611220531
9837,74,Waasland,51.11920351800074,4.246123281832552
9838,1,FNW,51.115830041411755,4.266068621124785
9839,86,Waasland,51.12547955175941,4.288945324603712
9840,54,FNW,51.12261798859872,4.292233809123707
9842,20,FNW,51.12363708665481,4.470115410201404
9843,60,FNW,51.10529763061983,4.485795408234441
9845,66,FNW,51.09466803380475,4.506498979083793
9846,27,FNW,51.11457153295119,4.519103399551968
9847,13,FNW,51.118402449670725,4.522741236864507
9848,52,FNW,51.13145595056958,4.506275491129749
9849,48,FNW,51.110302975616314,4.570850955587318
9850,40,FNW,51.11812770106628,4.566900973171479
9851,67,FNW,51.11269737573826,4.824364667204612
9852,66,FNW,51.13030981921572,4.823251427503411
9857,80,FNW,51.10444986765697,4.874007324449107
9858,68,FNW,51.122612456504896,4.888278632469095
9859,82,FNW,51.10196239708546,4.947301234016573
9860,40,FNW,51.12487688665413,4.975512128916521
9862,49,FNW,51.13128270836212,4.980247906549161
9867,40,Meetjesland,51.13313760825809,3.705068378824295
9868,41,Meetjesland,51.13434325036712,3.70885874888847
9870,4,Meetjesland,51.145693435787585,3.774309730091034
9871,97,Waasland,51.14560182035341,3.811630527183815
9872,96,Waasland,51.14838684799328,3.82454007791993
9873,95,Waasland,51.14089226046794,3.832615083269313
9874,94,Waasland,51.13087964250665,3.853717670796867
9875,89,Waasland,51.16495458050683,3.852836458201462
9876,43,Meetjesland,51.149667159699604,3.741209703668051
9877,47,Meetjesland,51.15748360183317,3.745265918392102
9878,3,Meetjesland,51.17173257360133,3.75271651776808
9879,39,Meetjesland,51.169555763207185,3.738285252423248
9880,42,Meetjesland,51.15786429020964,3.717269543537982
9881,36,Meetjesland,51.16154680710569,3.706334045969891
9882,35,Meetjesland,51.1630827404864,3.703191677290524
9884,1,Meetjesland,51.17623177240626,3.739824032704243
9885,99,Meetjesland,51.19303472887233,3.739799715917218
9886,58,Meetjesland,51.199202900323364,3.729951537433196
9887,97,Meetjesland,51.19506998220439,3.775766720086204
9892,76,Zeeuws-Vlaanderen,51.223277808381816,3.88665278715653
9894,82,Waasland,51.210889800578045,3.858077734481553
9895,69,Waasland,51.19488029842652,3.857668786040424
9896,70,Waasland,51.18380815334406,3.851396547009143
9897,68,Waasland,51.18879151033813,3.880403359147283
9898,67,Waasland,51.18500710108569,3.889627502598525
9899,66,Waasland,51.200996873490524,3.906712702693327
9901,65,Waasland,51.20496352042444,3.934673074440281
9902,64,Waasland,51.20213992451075,3.958930134056205
9903,98,Waasland,51.188714420771156,3.985227431275466
9904,78,Waasland,51.17656023277557,3.912969544635886
9905,79,Waasland,51.17084920188972,3.916195652120759
9906,19,Waasland,51.174219031495355,3.969838549448005
9907,99,Waasland,51.18404072486606,3.986999484356371
9909,82,Waasland,51.167829508163116,3.896034925755938
9910,84,Waasland,51.15012689606083,3.895290981668
9911,72,Waasland,51.14621942638376,3.875861790280715
9912,71,Waasland,51.13474593432018,3.865296133971075
9913,88,Waasland,51.13855566181585,3.902183453533386
9914,80,Waasland,51.15204974867993,3.952369195964198
9915,81,Waasland,51.14257473468743,3.965813729980183
9916,22,Waasland,51.14370607490586,4.010728640974236
9917,21,Waasland,51.15049612673451,4.00239416099104
9918,1,Waasland,51.156772096714064,4.007984588358365
9919,41,Waasland,51.13634044014081,4.127939593483642
9920,38,Waasland,51.13955794018621,4.122596893413664
9921,31,Waasland,51.14385867222271,4.066189631510695
9922,30,Waasland,51.14584904573307,4.064397391869298
9923,25,Waasland,51.15098593708991,4.068705575986848
9924,33,Waasland,51.151222541948904,4.086991271417601
9926,83,Waasland,51.19066805678687,4.125214582642984
9927,82,Waasland,51.20896047996705,4.116882117197642
9928,84,Waasland,51.21973358082277,4.089315177967569
9929,85,Waasland,51.20003050175455,4.102271944451302
9930,86,Waasland,51.21331400285923,4.071814080154584
9931,87,Waasland,51.189386599940654,4.088331196790509
9932,92,Waasland,51.18451432070805,4.057905214044163
9933,81,Waasland,51.224938001099936,4.107037311845602
9936,2,Waasland,51.17460089139907,4.00089920749329
9937,97,Waasland,51.18556949842523,4.025372263393251
9938,93,Waasland,51.19758144501938,4.036116188274242
9939,94,Waasland,51.199778750170154,4.033828378574272
9940,91,Waasland,51.2041330751941,4.04611790707346
9941,96,Waasland,51.213685852116,4.007177362111945
9942,90,Waasland,51.22224625968807,4.033357289499657
9943,95,Waasland,51.22387670665199,4.004547218031559
9944,75,Waasland,51.2456670925422,4.127557082364082
9945,80,Waasland,51.24321787544446,4.088676052177444
9946,73,Waasland,51.26332964628912,4.111669947248175
9947,88,Waasland,51.23096864770175,4.024646162697064
9948,89,Waasland,51.22852325077737,4.009115227923568
9959,92,FNW,51.37497477718682,4.253063402913128
9960,14,Waasland,51.31321510110956,4.228654592953376
9961,16,Waasland,51.31495942645059,4.213470361902115
9962,60,Zeeuws-Vlaanderen,51.293542246151205,4.160392562006566
9963,10,Waasland,51.29196351720988,4.162316536496532
9964,12,Waasland,51.29525757211803,4.192165151856825
9965,11,Waasland,51.2740361419042,4.162535839056647
9966,68,Waasland,51.26806508777213,4.179584440298895
9967,67,Waasland,51.27155188132145,4.190113832446613
9968,95,FNW,51.307170344487695,4.289073661426113
9969,70,Waasland,51.24663821546591,4.158968221107748
9970,69,Waasland,51.24211146995081,4.188748786627948
9971,74,Waasland,51.23107543855648,4.146439609582534
9972,72,Waasland,51.23074003729154,4.169435576686377
9973,1,Waasland,51.23384940384582,4.204310031681672
9974,8,Waasland,51.23233640229521,4.247089301429751
9975,10,Waasland,51.237612114139324,4.277722686050808
9976,76,Waasland,51.21888070179576,4.160763918997653
9977,2,Waasland,51.22380006071962,4.188027004827801
9978,71,Waasland,51.21931187782065,4.187883358115655
9979,6,Waasland,51.215542455701666,4.251496274389525
9980,7,Waasland,51.21324191527367,4.25406120104496
9981,5,Waasland,51.211407682717386,4.22684273854635
9982,3,Waasland,51.20318040362921,4.233149299921972
9984,95,Waasland,51.18164689565566,4.237456619626185
9985,9,Waasland,51.18446647664111,4.250284400538438
9988,77,Waasland,51.197209515967856,4.16602395410761
9989,79,Waasland,51.18822234486547,4.157785683273624
9990,36,Waasland,51.16636235593958,4.135885975634627
9991,44,Waasland,51.1499671379518,4.147276380131188
9992,45,Waasland,51.15270378455193,4.15558307619238
9993,48,Waasland,51.160395451513885,4.18958579500779
9994,73,Waasland,51.16293457713383,4.258472170248154
9995,99,Waasland,51.14754741270328,4.222980087454979
9997,97,Waasland,51.15888962402066,4.2324071436837
9999,72,Waasland,51.14717363580363,4.307371657119777
10000,71,Waasland,51.15538652483191,4.306913545962193
10001,49,Waasland,51.175726513986476,4.317688150279037
10002,43,FNW,51.1709588801919,4.344438552435249
10003,33,FNW,51.15776137363013,4.358101365639835
10004,14,FNW,51.16055855610671,4.410415816134438
10005,9,FNW,51.16623645122492,4.415598594689049
10007,10,FNW,51.162225791163664,4.460035325208761
10009,81,FNW,51.157898084192205,4.491697486475386
10010,61,FNW,51.15357931304342,4.501716261412938
10012,62,FNW,51.145043348461144,4.472462241040028
10016,8,FNW,51.176664348546225,4.451655422828233
10017,7,FNW,51.17317056060124,4.478049732789471
10019,82,FNW,51.1615501797417,4.520079607879151
10020,63,FNW,51.1460346125117,4.520144869335303
10021,11,FNW,51.13384302176091,4.530296795394836
10022,46,FNW,51.1653813523253,4.745234106638916
10024,44,FNW,51.14798526257673,4.813825415207025
10025,43,FNW,51.147531332657906,4.820455247847944
10028,12,FNW,51.17018970734101,4.830322624486304
10031,61,FNW,51.16058114319774,4.858508936010979
10032,62,FNW,51.158977167883286,4.857363999835637
10033,65,FNW,51.139988820699294,4.871323879278889
10034,48,FNW,51.145545905472126,4.908215740961039
10035,63,FNW,51.160328376469764,4.899367819408999
10037,78,FNW,51.14098736565896,4.968718126129123
10038,80,FNW,51.162448840261526,4.988588242544195
10039,92,FNW,51.25367263775222,5.063267710012355
10042,45,FNW,51.436611277502564,5.060228015668741
