begin_geoid,end_geoid,lengte_m
1007741,1007743,875.3278798265816
1007741,1007748,1109.1865613533914
1007743,1007746,448.056709170297
1007744,1007745,3099.472626902532
1007745,1007747,336.24152286719044
1007748,1007749,1195.3061933261781
1007749,1007751,2064.212077053889
1007752,1007756,5513.846918875233
1007753,1007754,2492.181517209738
1007753,4289421,790.389376876299
1007754,4289422,647.5114885192386
1007755,1007756,1538.2891766153923
1007755,4289420,1119.7577207083239
1007756,1007757,811.5992090178877
1007758,1007915,2159.965243462387
1007759,1007760,1022.5203704240785
1007759,1007816,1537.3122751062754
1007760,1007761,173.8857198762588
1007761,1007777,2934.7599178714754
1007762,1007763,1543.8012140716862
1007762,1007773,2345.5908280235753
1007763,1007769,2214.6284448711567
1007763,1007805,3262.095369979178
1007766,1007769,979.2851546135958
1007766,1007773,807.7341706965293
1007771,2064181,3815.804442719987
1007776,1007945,385.41529551037956
1007776,2064181,2188.3457895532442
1007779,1007780,1950.8425770010383
1007779,1007782,1583.8455551776935
1007780,1007781,3604.183878986655
1007780,1008084,1276.4530470869802
1007781,1008083,6209.997861118388
1007782,1007783,4401.080051502194
1007784,2064180,1098.4521636032885
1007785,1007786,1593.404955552257
1007788,1007789,2304.2838311550004
1007792,1007793,1631.2366809460998
1007792,1007795,2480.2920274489074
1007794,1007793,1551.234528067859
1007797,1007798,988.0235184187253
10078,10028,7984.4465916801455
10078,10077,1477.8713092548057
1007801,1007802,1978.6215522719579
1007802,1007968,2454.882286080795
1007803,1007804,3371.7223415801254
1007804,1007805,1031.8206731372659
1007804,1007806,1697.4836796516329
1007804,1007826,916.5318180876287
1007805,1007826,1813.2377373404343
1007806,1007807,1749.0642434286358
1007807,1019977,230.42523967565495
1007809,1007854,1749.964698678119
1007810,1007811,633.9697774289306
1007810,1007816,2809.098671934859
1007811,1007878,1291.6373486204673
1007812,1007874,1332.3149047147756
1007812,1007878,4718.507589609347
1007812,1007885,2588.3534713723743
1007813,1007815,4036.0168228350317
1007815,1007816,3180.421212933384
1007816,1007876,2398.6944201678984
1007817,1007818,764.3379224863793
1007817,1007827,1545.2097237840424
1007817,1007842,1764.2811595215492
1007818,1007819,1890.748245539766
1007819,1007820,1071.2237953674526
1007819,1007821,1469.2561390122871
1007820,1019727,1747.7167190003952
1007822,1007823,3128.1121444001406
1007823,1007824,180.10193208592193
1007823,1007825,2436.787877295505
1007824,1007826,4045.4611421787017
1007824,1007827,3082.5776089064575
1007828,1007829,2338.994378403336
1007830,1007831,1362.0727211286262
1007831,1007832,5109.297983199866
1007833,1007834,260.5485961768531
1007833,1007853,3901.087381825376
1007834,1007835,381.52921853520047
1007834,1007838,401.89355416688255
1007835,1007836,361.7310411581367
1007835,1007839,391.4086040665252
1007838,1007839,829.0531595950197
1007839,1008143,176.3914731977605
1007841,1008143,1810.958838012303
1007841,1019727,2800.153340857528
1007844,1007859,3205.289777586822
1007845,1007846,714.6571677719357
1007845,1007860,278.4050800778904
1007846,1007847,948.3896755335925
1007847,1007849,5278.106579340607
1007848,1007849,3295.1389228755747
1007850,1007851,457.4931771976722
1007850,1007852,1259.9230359969065
1007851,8397,4205.318279523973
1007852,1007889,4563.407964378762
1007853,1007854,2512.7246911563157
1007853,1007855,2881.198849468743
1007854,1007855,2840.767635713174
1007855,1007856,1164.195307139491
1007856,1007857,528.7020292943457
1007857,1007858,3102.1759490338777
1007860,1007861,3287.5562045964903
1007862,1007926,1591.7873078139974
1007863,1007642,4058.2661775472343
1007864,1007865,329.8902358751768
1007864,1007866,956.3558969011356
1007865,1007866,974.4593995627076
1007866,1007869,2233.377850898951
1007866,1007870,3436.0711257774533
1007867,1007868,237.64244799391616
1007867,1007870,5211.721431518782
1007867,1007898,3702.587931863597
1007868,1007869,1520.304423058408
1007870,1007871,33.18555346064449
1007872,1007881,1266.317658666092
1007872,1008142,202.37224682917784
1007873,1007874,1764.5383201769155
1007875,1007980,3324.722018136907
1007875,1008142,58.84205292341385
1007877,1007878,534.9659883647281
1007877,1007879,676.3945408702305
1007879,1007880,2448.895221448973
1007879,1007884,2088.7904086105177
1007881,1007882,765.2768183143696
1007882,1007927,2842.40420560371
1007883,1007884,2596.175621660657
1007883,1007886,1897.7187319966872
1007883,1007887,3849.0015365381673
1007884,1007885,2941.4423173984414
1007888,1007902,1742.8878658193864
1007892,1007893,2514.15734570487
1007893,8697,1153.870459682773
1007894,1007896,1106.7604182915106
1007896,1007898,1285.151753056227
1007898,1007899,3314.0439524019816
10079,1230218,12.919494164864155
10079,3408018,2862.1172050123414
1007900,1007901,1363.124750626022
1007901,1007963,2203.6772403406794
1007904,1007905,2390.502896807093
1007906,1007907,283.79645842446155
1007907,1008077,3196.9426608378794
1007908,1007932,2596.2181459340263
1007909,1007911,2399.392062321884
1007909,1007916,1522.805139913031
1007910,1007911,1911.325376930814
1007911,1007912,2271.113803548976
1007913,1007914,4957.987983572523
1007913,1007923,4558.720659391449
1007914,1007917,2380.1702549882402
1007915,1007916,1702.919873234727
1007918,1007919,2783.2913167348747
1007918,1007920,1679.5707832418097
1007918,1007922,2545.9427938131043
1007919,1005985,2942.4664761660406
1007920,1007921,661.8591371017594
1007921,1007922,240.9832026732474
1007921,1007924,1419.715894651352
1007922,1007924,1116.2565754133143
1007924,1007925,1594.1547579282853
1007925,1007944,1096.7586722215806
1007926,1007927,1461.3295182421705
1007929,1006436,329.30729180784175
1007929,1007930,166.3950691217856
1007929,1007931,2537.6724551351112
1007930,1007976,455.5100010859093
1007932,1007931,1622.291446269709
1007933,1007937,618.004004559616
1007933,1007938,1938.4894227956545
1007933,1007939,3117.726357528746
1007934,1007935,2000.7242687573937
1007935,1007936,2611.7749215764884
1007937,1007938,195.33126625080308
1007937,1007946,5214.9141541012095
1007938,1007947,7305.231727942198
1007939,1007942,1520.506217611924
1007940,1007941,1601.6739514284745
1007942,1007943,2070.104046060033
1007942,1008148,5019.88291273124
1007943,1008072,1812.3495852879623
1007944,1007945,3864.154932531171
1007947,1008019,3176.5212587638043
1007948,1007949,563.2252348924166
1007950,1007951,2929.214718081751
1007951,1007952,613.1989290270998
1007952,1007953,1160.263782932166
1007952,2064179,1216.259168433796
1007954,1007955,5843.786581136838
1007955,1007956,908.5724602247973
1007956,8123,5819.675986938178
1007957,1007958,552.8589667260902
1007958,1007959,104.8665420290121
1007959,1007962,4795.46501301511
1007960,1007963,1975.4317711704155
1007961,1007962,2541.3104203277844
1007963,1007964,1987.8547319850047
1007969,1007983,592.6657633916194
1007972,1007973,2198.5974921461943
1007973,8387,1009.059689235467
1007974,1006501,2341.057754879374
1007974,1007971,4306.58622253975
1007976,1006452,902.6164426148957
1007976,1007979,233.66060527931563
1007977,1007978,2599.4852212956735
1007980,1020111,3936.0293166147826
1007982,1007983,1701.8098149290536
1007985,1008032,471.72735244081946
1007985,1030338,545.7704184504295
1007987,1020111,1838.4562850806435
1007987,2474411,411.78975461697974
1007988,1007989,1906.257566604596
1007990,1007991,1382.890783700768
1007990,1007993,3549.3448671433694
1007991,1006714,4102.789424054454
1007992,1333083,931.3547885555416
1007994,1006136,4020.119670037378
1007997,1008001,1946.665065236251
1007999,1008009,2044.9323474255243
10080,2820,2203.4830793070073
1008003,1008009,1679.433717859697
1008004,1008005,2889.184491905975
1008005,1008006,80.02331249285643
1008006,1008007,989.7068980424043
1008006,1008016,1743.8057163172728
1008007,1008010,3595.6869858546042
1008008,1008013,2661.552340089241
1008009,1008010,569.274921618435
1008011,1008012,1837.5192147860607
1008014,1008015,852.2452528164905
1008014,1008040,2136.580673548208
1008017,1008018,969.1585529927427
1008017,1008023,2688.0549300969337
1008017,1008025,1372.148608346693
1008019,1008020,4083.5164149896955
1008021,1020277,1923.7913862449236
1008022,1008023,1613.6208755138339
1008023,1008024,2174.9964800839816
1008024,1008026,2684.7072456509454
1008025,1008026,2674.3586988190573
1008026,1008027,143.18414725466565
1008027,1008028,1343.736712681268
1008028,8406,3251.733329304373
1008029,1008128,2149.765437551332
1008030,1019770,1199.317150912095
1008032,1008033,456.73667536318055
1008033,1008034,639.2939998797744
1008037,1008043,861.667688484535
1008039,1008040,1652.3229481162946
1008040,1008042,2978.350761106582
1008042,1008043,2406.653155659315
1008045,1019946,748.4562547730005
1008046,1008109,766.1024098674906
1008047,1008048,2374.030317354515
1008047,1008056,2333.0221037243537
1008050,1020123,1616.3303487349008
1008050,1601,2514.427722208365
1008053,1008054,1561.8686700341952
1008053,1008059,2885.544248164329
1008054,1008055,394.54539915940444
1008055,1008056,33.54288311989975
1008057,1008058,3632.12145044925
1008058,1008059,1924.3355495383169
1008058,1008060,4680.482630099757
1008061,1008062,977.9446662306815
1008061,1309,2611.1831677678247
1008062,1610,728.0782502583044
1008062,971,2328.874265409689
1008063,1531,2239.369079858106
1008063,971,1346.8936396385122
1008064,1717,2145.4944785972466
1008067,1008068,1655.1445978959225
1008068,1008069,1791.9077941591704
1008069,1008138,1206.5555129610193
1008070,1008157,2893.262088489058
1008071,1008072,2925.3053810494475
1008073,1008074,675.3011707075418
1008073,1008076,1232.5321936146174
1008074,1008075,701.9191036873406
1008080,1008081,111.57523609742522
1008082,1008083,2352.044955986927
1008083,1008084,74.1575379310126
1008086,1008087,1059.5479757086746
1008086,1008088,2746.958472227946
1008087,1008088,385.91649953319654
1008096,3116903,2715.9203168981053
1008105,2064179,3173.756694145934
1008109,1492,144.32439809250116
1008138,1447,1613.3575768096982
1008180,9901,1789.0681038429686
1008181,1008180,253.82030368700984
10082,1230217,1275.050022657202
10082,1230230,4384.596537623233
10083,2961,1398.755667589435
10083,3176,2441.8164573333574
10085,2931,3368.400302025169
10085,3064,2279.441286882427
10086,2914,3303.6826997702424
10088,10089,1232.7300444093898
10088,4550,2015.7818550211164
10089,10090,4982.797381968305
10090,1230282,4647.73042731586
10093,1230260,1939.762883009776
10093,1230335,3362.30871990007
10095,1230260,4268.496168215268
10095,1230335,4433.12612887979
10097,1230365,68.3257642598901
10098,2791,2958.3264375024264
10098,2938,994.5885257873781
10099,10082,2754.13344334967
10099,1230320,54.59028704891891
10105,1230288,1767.3687935781911
10105,3408068,2788.077003930662
10105,4052,1012.3494290089003
10108,1230233,1676.0616106624366
10110,4171,1566.080549653193
10110,4179,1665.3445630506915
10111,10113,3488.173726308486
10112,10110,4349.832523870497
10113,10114,2853.170443633983
10113,4802,2208.4728848089235
10114,10115,627.7010306567353
10114,10117,5152.692555203775
10117,10089,2732.7748210410314
10126,3640,462.78360505677597
10127,3338,3011.445685587085
10127,3627,1345.3183641466646
10128,3492,4822.999153736398
10131,1230387,1593.1378225559447
10131,1263066,568.8843605942341
10135,1230244,2936.393906179868
10135,9959,4281.823665328444
10136,1230244,3684.1686825730812
10136,1230245,2365.84851237232
10139,3407986,842.5393722695624
10139,3415,589.2116659473703
10139,3438,2888.5619268482533
10140,1230209,1476.106680780113
10142,3407982,1333.976788848504
10146,10143,3366.3251249828395
10146,1230211,959.2351305461539
10146,1230301,5005.058959912026
10150,10206,9152.618323736817
10150,1230212,1377.2152178006982
10150,9968,12815.544188667367
10151,1230334,165.310234237045
10152,3408031,6635.163777745114
10153,10151,1043.7095259747107
10159,10152,597.8598698194967
10159,10153,1489.3839696565144
10159,1230328,1906.9334274486444
10161,10168,2832.250258145601
10164,10159,1464.8740242206325
10164,10185,981.9129085860636
10167,10168,595.9610250394635
10167,4039,2420.7086444496126
10168,3408066,4022.8447663691904
10169,10170,2544.3812011737336
10169,4043,1642.6780320447363
10170,10167,1450.345075101133
10170,2575075,1383.258069839136
10174,10095,2017.9826861125575
10174,10175,1237.3691019245518
10176,1230298,2889.077440135689
10177,1230298,1005.1565782415515
10177,3408062,1728.0375851063425
10179,10175,2766.4875442346565
10180,10162,3799.6916018237566
10180,10179,1428.8948366140019
1018182,8711,953.7422656040729
1018182,8713,2520.605269325462
1018182,8957,4934.580399541985
1018182,8958,4438.7026201088975
1018183,8604,1960.54699468649
1018183,8735,1445.7571064129565
1018184,8620,2046.5934888096017
1018184,8748,1086.4063106430992
1018185,1018263,1855.6445875720378
1018185,7764,34.44226562889787
1018185,8520,3444.1477555478455
1018186,8510,1189.9893360790995
1018186,8511,508.8854183080015
1018186,8515,3940.685295278048
1018186,8611,7783.136928448483
1018188,4109290,481.8108700647394
1018190,8947,1557.2305475521516
1018192,4109296,1948.0305144233764
1018192,8593,296.51326581622675
1018193,8160,1304.4382270978524
1018193,8171,141.1453525268819
1018194,9801,1930.7733759862306
1018194,9868,3554.663366868668
1018195,9784,608.1511052073763
1018195,9786,2024.8720367416297
1018196,9713,3474.4622284683196
1018196,9790,814.9722184893841
1018196,9793,288.39502683695383
1018197,1018210,396.83684866535714
1018197,1493880,3456.5990694550474
1018197,8395,3199.2393600693167
1018198,9692,3306.2571334073073
1018198,9698,86.73518250271465
10182,10183,3151.7337103235086
10182,3708333,137.9123517387128
1018200,1018202,3047.456090904903
1018200,9702,1830.7610604762
1018200,9724,2218.7543608859996
1018201,9709,3493.9981036961735
1018201,9710,1550.0529440029902
1018202,9714,3131.612539584308
1018202,9723,3296.273689896922
1018202,9772,2616.5207957227744
1018203,1018204,1380.5424478426398
1018203,9755,2138.1471295121273
1018204,9728,885.4811519351066
1018205,9733,2233.9971685087557
1018205,9736,1441.9727809625992
1018205,9737,2463.2763536819957
1018206,9359,3509.3189253392575
1018206,9361,6146.662388663883
1018206,9365,576.3827538667099
1018209,9784,174.01716237099086
1018211,8205,764.6306347594817
1018212,1018214,1974.8213959007023
1018212,9896,4587.936482025864
1018213,9892,3195.1593381542543
1018216,1090389,4076.692709038538
1018216,1090390,1561.9245555795578
1018216,7723,5875.8587297589265
1018222,1018223,2820.473137360761
1018222,1018239,1909.2041929235795
1018222,1018255,1662.8931098370244
1018223,2128,367.48080198956706
1018223,2134,1897.1865276554863
1018224,2135,5108.165236876232
1018224,9837,2363.287991793015
1018224,9995,3451.051409354072
1018227,8757,2092.863787254567
1018227,8759,1883.3064001206103
1018227,8768,3790.922932281844
1018227,8994,8165.316505397243
1018231,1018232,3231.340892261298
1018231,9188,3482.3052305463475
1018233,1018257,4045.2312227126426
1018233,9614,3250.8331089533553
1018234,1018254,640.8015542347372
1018235,9375,2187.1977232517866
1018235,9388,3465.901465402925
1018236,1018257,366.28230572597215
1018236,9412,1696.4563725759685
1018236,9606,2877.8679285876397
1018236,9610,2774.7952640018852
1018237,4209374,294.01775329159085
1018237,9428,3767.413778981241
1018238,2150,2892.461579712893
1018239,2150,1419.4984871041231
1018239,9618,1359.1049205441418
1018240,4109286,3190.9654883593817
1018240,9593,4531.104640420622
1018242,3628228,4299.371798235637
1018242,9589,3360.1246572674495
1018243,3628228,441.9133398323462
1018243,9873,7957.447166638936
1018244,9817,2949.0757079182617
1018245,9984,4346.009697165224
1018245,9995,1140.4472583811632
1018245,9997,411.8294350893876
1018246,9988,766.6733527236513
1018246,9989,949.5640186181413
1018248,3628245,4138.322116264423
1018248,9920,3338.137186127465
1018248,9924,1740.1700080740452
1018248,9990,2318.6826849108693
1018250,1018251,936.18750195983
1018251,828,1721.7511435727781
1018252,4109259,3415.4070168519397
1018252,4109267,1858.0367845201445
1018254,9159,2225.5637780191173
1018255,1018238,2277.661990993643
1018262,10198,2312.016487032816
1018262,8499,1944.6511972395342
1018263,8449,2143.9431055133623
1018264,8442,982.2353060579887
1018267,10832,2714.581537021684
1018269,8441,2096.7288715317814
1018270,700,1402.5618772947935
1018271,8503,2636.205755343117
1018272,698,2110.7771103201285
1018273,8507,1670.1271024084967
1018274,8445,2420.247371573652
10183,1230236,95.40625268409268
10186,10185,704.9745023420455
10186,3408069,1175.1229603144886
10187,10186,504.64526974378293
10187,3408044,3668.422806928719
1018746,4008985,1506.1989616629467
1018747,4008975,13.520948276754778
1018747,9012,1809.244897496849
1018747,9212,4505.476004608502
1018748,2524977,933.7309804025189
1018748,9045,4454.357760773578
1018749,656,731.2163514942376
1018749,660,2097.971862470893
1018750,1018845,76.94622280323492
1018750,2534996,4480.55248082379
1018751,2534995,1919.7905966627536
1018751,6884,3889.6303926114074
1018752,9623,6201.5631555007685
1018753,1018776,457.38336199537883
1018753,4079029,1710.4988047317593
1018754,8636,2568.6106132620966
1018756,8806,2329.860959148587
1018757,3928947,980.0932633005218
1018757,8783,1657.246245882424
1018757,8787,1401.3111127627692
1018758,2524934,1119.5412810665325
1018758,8525,3589.9634272263934
1018760,1018835,3105.8521612821473
1018760,6897,4687.562024271335
1018761,9030,975.78738416289
1018762,9021,2068.6590278882118
1018762,9028,3380.5040600743273
1018769,2274269,3919.40369731522
1018770,2274255,1001.8964340712115
1018775,2534985,1048.7958501062085
1018775,6887,652.4234360109383
1018777,2524963,2723.9441179861583
1018777,7255,1273.8428976795235
1018778,1018840,370.4572929843073
1018778,2534986,2763.9544564197377
1018778,4199366,1789.3527240337587
1018781,2524941,32.28494677125445
1018782,2524904,565.2235108247515
1018782,2524905,904.4355996124083
1018783,2524945,3716.4890596090213
1018783,9244,1387.4785894311296
1018784,9224,3123.0175210687785
1018784,9226,2318.8649240150826
1018785,1018798,441.2709100948291
1018785,7689,904.4987726478088
1018787,7292,5196.413055607684
1018788,2524971,226.93422149658738
1018788,9257,59.980673467208504
1018791,6994,1447.5010703904254
1018793,4079080,4761.1948624251345
1018793,7039,1692.7740350324223
1018795,7653,570.2988845308437
1018796,1018803,695.8256367986806
1018796,7641,3069.9928365453306
1018798,1018795,3109.341206918038
1018799,1018795,1495.0812274359205
10188,10185,4977.301571009616
1018800,1018799,1410.2549655572939
1018800,1018801,677.6894486719842
1018801,1018802,218.7477220327291
1018802,1018796,524.8338875622328
1018804,4079088,2088.254423486361
1018805,2274252,3696.3865053167247
1018805,2274253,1236.751959084517
1018807,3928941,4159.295491294672
1018810,1018838,2069.9139885870018
1018812,9019,1971.4082074113912
1018815,9438,2831.5408133374654
1018816,9424,3588.054849248485
1018817,9223,2632.2559751406407
1018817,9228,1610.9399223603523
1018819,2524941,2232.002731767342
1018819,4079034,167.75607112223474
1018820,2524951,2279.197100255682
1018820,8773,992.3182403954302
1018821,4008987,1861.4127937542764
1018821,4008988,1842.2093369797383
1018821,8775,1522.7986729294837
1018822,1018844,24.57640093000513
1018822,7398,1159.3806188143676
1018823,1090389,1247.6019164447496
1018823,7520,3339.0211364239167
1018823,7743,3702.4345711472315
1018833,9043,186.36207481129824
1018833,9254,4981.67547574096
1018834,2524908,3292.611571211805
1018834,8530,1058.8073157495526
1018835,9036,1303.9914032694476
1018836,1018818,281.1610006854121
1018836,9254,3708.964467185821
1018836,9255,4934.559729493489
1018837,1018759,2264.268816927974
1018837,3928942,1727.4541730810677
1018838,1018755,1499.5583359183852
1018838,9049,1167.5247759492993
1018839,1018770,28.977286580106977
1018840,1018751,28.806775321393474
1018840,6901,1658.7784610866147
1018841,2524933,3852.909874031984
1018843,2524924,144.891624756147
1018843,671,105.35867683946485
1018845,2534997,952.8476820180142
10189,3408044,2947.026483192058
10190,10187,4881.593356310066
10190,10189,2773.7692890956296
10190,10191,1960.0162253326957
10192,10191,1064.7318282278243
10192,9994,6294.205040934335
10195,1018769,11.597365950926083
10195,1018839,4323.227213209258
1019704,1007891,2759.8722297214567
1019727,1008143,4336.8859326611655
10198,4109281,1432.6518428801246
10198,707,950.9092178200764
1019817,1007801,2540.045291542391
1019946,1365,1104.8557914794867
1019946,879,2348.6779367137756
1019963,1008105,1236.101462333941
1019963,1020085,458.4220267252541
1019972,1007693,2124.8948530967823
1020016,1007792,1970.8321424853048
1020057,1007677,1605.5528927596497
1020057,1007679,4033.239790350364
1020085,1356,1022.3851523664015
1020109,1006050,1272.4274675199283
1020109,1007935,1606.0514725109688
1020230,1006218,899.5935500128747
1020233,1006365,1432.018051669757
1020233,1008011,1480.8892018641175
1020249,1019865,1062.185037007729
1020277,1019770,2965.669841300991
1020316,8398,2397.9605827187015
1020316,8412,482.8233769418255
10205,9181,2557.5540339254107
10206,10143,2100.097432941028
10206,1230237,268.89567058376156
10208,10111,1771.3074829573084
10208,4792,6498.4275718938925
10211,1230205,1183.487860339352
10211,2802,1361.8981076068455
10211,4249403,4906.382087368935
10215,9569,4928.95453507466
10221,1230217,2225.258686732893
10221,6105,3661.7308136873366
1030337,1006250,1567.8456444876786
1030337,1007680,1806.2288142642747
1030337,1007739,301.16635804444223
1030338,1007987,382.66608794880887
1030338,1008034,1516.8776314867357
1030344,1008078,727.3703276108636
1030344,1008080,413.88466265825514
1030353,1005888,609.4568905585719
1030353,1007681,2358.3650235857235
1030353,1007692,672.4647808324689
1030354,1006519,4365.608645598936
1030354,1030345,900.3161958319873
1030357,1007967,3849.5963029003815
10345,1018201,2854.738550040378
10345,9705,3483.423666736898
1060362,1018776,86.36706751055809
1060362,8631,545.938642853733
1070368,2625080,1427.537137911368
10763,4349524,3469.4692896610604
10763,6361,2120.6841023619227
10827,2534985,3355.2350009814963
10827,660,3487.848087794662
10831,9437,2127.7963684462097
10832,644,3079.643634640865
10832,8433,1627.3035105790009
10833,8435,3375.8297286211146
10833,8441,1287.555465296268
10833,8442,850.3083550860063
10834,8699,3107.3011186649737
10835,8399,1728.8468411717308
10835,9125,3984.589043783028
10839,9944,1795.1026482942352
10840,3628231,7534.4679254311795
10841,10840,10111.701011105784
10841,10842,9966.902864219626
10841,9960,3748.613752040799
10842,9961,1164.3409482605257
1090390,7666,4575.21089050392
1100400,8800,4144.581790049886
1100401,7357,3542.1439483308636
1100401,7363,5.029120499646388
1100402,2274252,77.16168776215189
1100402,8818,3.582488660139803
1100403,8635,3151.4828869841854
1167,1018809,2708.8296146648872
1167,2524924,5425.510865813941
1167,9259,1047.1148844923478
1230203,1230204,173.35748779610876
1230203,1230208,927.6224990703246
1230204,1230208,17.85364860796504
1230205,1230206,7032.06427968519
1230205,1230303,237.83920745026316
1230206,10032,1934.8336311473204
1230206,1230207,176.8212198787998
1230207,1230204,353.01228729475133
1230208,10028,73.05567771532132
1230209,1230211,2202.840711250185
1230212,10151,110.84697631044466
1230212,1230334,294.0894989778454
1230214,1230351,2718.4245604882503
1230215,9624,117.813962594319
1230216,4906,72.25236765486675
1230218,10080,4929.705557455612
1230219,1230234,2150.396651966172
1230220,10162,76.05523060259178
1230220,10182,3429.6669203482343
1230220,1230267,3871.8537672918883
1230221,5231,2409.1793952266994
1230221,5538,39.770168407915506
1230222,1924101,5259.848915938482
1230223,5541,135.73789978050402
1230224,10007,53.65002331776535
1230224,1230357,2078.12432451469
1230226,1230242,593.913253775178
1230227,1230307,484.2846907829044
1230227,2792,258.6428837579888
1230229,6446,99.4061050446463
1230230,10099,2547.5162209680893
1230230,6105,216.15707236645198
1230231,9439,5438.459665523367
1230232,5529,2099.025873602746
1230232,5766,2885.982158299657
1230233,4367,2527.6146365992095
1230234,2506,6147.300425831677
1230235,1230344,9071.346298717473
1230236,10005,5010.327058426251
1230236,1230268,1230.7352146230687
1230237,10142,2176.7937171289227
1230239,9229,2255.695109630358
1230241,6418,140.7366034470461
1230241,6456,3864.6135107824134
1230242,5622,1874.4011708881703
1230243,3361,3812.1004980411117
1230247,6520,3584.6961815956174
1230247,6550,473.0572915173238
1230248,1230273,4161.549363417154
1230248,2396,302.33856331317054
1230249,10153,188.38601141230276
1230249,10163,3111.5571667845516
1230251,10076,3050.453598039764
1230252,1230259,3172.5296357110124
1230253,1230219,2352.853288061481
1230253,1230234,5873.6495971890645
1230253,2480,695.9417859359464
1230254,1230279,89.97971341155319
1230256,652,4112.813517296807
1230256,687,687.5296338713326
1230257,1230265,1886.0366526523105
1230257,1230317,3513.494425682223
1230258,1230261,3141.9916829941208
1230258,2880,4177.021479261942
1230260,1230311,1186.2463700326898
1230261,1230262,3711.45276378527
1230261,3166,3355.6561944328932
1230262,2837,4129.229290546061
1230263,3407985,3453.162969333442
1230263,5245,1279.6099757355564
1230265,6114,4921.190333098329
1230266,1230295,2012.8635383461387
1230267,1230249,1441.9281734746107
1230267,1230301,2781.228448420863
1230268,10002,4519.150555622238
1230269,1230268,4622.157932478137
1230270,9444,629.3394990480791
1230271,9453,1413.6127663747334
1230271,9634,1494.411644541316
1230272,3608,3573.1815357732457
1230273,1230222,3385.125522476604
1230273,2374,198.70344678404027
1230274,4771,103.93861078207959
1230275,5233,3845.354892054872
1230276,1230264,833.5655652901751
1230277,3408017,3830.297083287804
1230278,1230281,1785.7961110739925
1230278,1230388,4096.430928434511
1230279,1230234,3850.496894028196
1230279,1230276,3401.8550231924582
1230280,1453821,737.0851897473325
1230281,1230254,2579.2455959044937
1230281,2704,3998.5918206707006
1230282,1230280,5996.3810332276435
1230282,5089,955.7459657240238
1230283,2932,1326.403879521781
1230283,3408034,2945.6488027325104
1230284,1230283,4675.237089290908
1230285,10095,2876.6255734194506
1230286,1230309,1304.0576718952705
1230286,1230312,2122.383616905798
1230287,1230311,1359.605936567147
1230288,10097,1526.3127239562473
1230288,4058,1946.9151998834936
1230289,3782,268.3449580287982
1230291,1230284,1416.4117336785068
1230291,1230290,1441.9242003036798
1230292,10016,2919.7007945266237
1230293,1230224,1867.072631267922
1230293,1230292,3463.644616123837
1230294,1230285,3887.2908697458993
1230295,1230255,305.03940266624636
1230295,5655,7100.53081487276
1230296,1230264,1726.7799383783235
1230296,4022,2716.7620192900436
1230297,3773,1211.6134901336015
1230299,3407989,1384.3313050707886
1230299,3407994,2105.4781913354445
1230300,1230299,1601.9155558634586
1230300,9842,2729.842556237312
1230301,10161,2299.794449088932
1230302,1230217,842.410395624172
1230303,10022,1589.5882057735612
1230303,1230302,2315.3391664381325
1230304,1230272,3115.120578085277
1230304,3600,2679.535216956807
1230305,10135,1003.2193037543179
1230305,1230245,1440.2680483001561
1230306,1230257,4220.818069194884
1230306,6097,3000.279698481886
1230307,1230287,4606.428298852955
1230307,1230308,3654.5319352947004
1230308,1230309,3842.8276372470277
1230310,10093,2343.986058722791
1230310,1230309,395.02125723315845
1230310,6162,289.3383045495095
1230311,1230308,2834.811927958174
1230312,6159,1544.6481524193002
1230312,6162,2221.382423049839
1230314,1230285,110.15365537844892
1230314,1230287,2194.289681218345
1230315,1230274,3323.795910574868
1230316,1230226,4196.392619766975
1230317,6113,59.1471469711575
1230320,1230286,5386.786707505815
1230321,10096,1666.3515829360651
1230321,10097,1531.6239767421603
1230321,1230287,452.34151081753873
1230322,3407990,3514.5033676065696
1230322,6573,1439.5832795082267
1230323,9845,4871.66343114307
1230324,1230264,5055.353858381474
1230324,2517,137.6229075813119
1230325,9857,4239.555230233523
1230326,2121,2545.322791612813
1230327,9447,50.66790708248571
1230327,9632,4434.403591919277
1230328,10164,2041.1418416280496
1230328,1230361,146.1229949911344
1230329,10069,15.754166540601924
1230329,2470,989.7108472297189
1230330,10086,3320.1981797101444
1230330,1230258,4260.26214184054
1230330,1230315,4869.927655867955
1230330,4279,1276.0646480038076
1230331,1230294,849.4992118860182
1230334,10143,5610.869203667622
1230335,10176,197.78358856529405
1230336,6370,225.41008810813295
1230336,6481,1946.8249713478885
1230337,10183,361.1987642818284
1230337,10185,3068.6568701893834
1230337,1230361,2328.565256123713
1230338,10179,1359.6380224665047
1230338,10181,1314.8553959996439
1230339,1230336,3129.3167440525126
1230339,6380,64.25892050090864
1230340,6455,4221.284874519696
1230340,9441,798.1232087554332
1230341,9633,3158.8439314365223
1230342,1230239,5679.400711834239
1230342,6459,782.9246016014754
1230342,6464,49.44246984284537
1230344,678,1836.4698596184492
1230346,4239391,1701.3037409902079
1230346,6389,453.4135508681749
1230347,2128,2286.497593568728
1230347,2171,2683.8461961468847
1230347,9622,363.3512627748173
1230348,6034,4219.854044903108
1230348,6114,2377.823804812183
1230349,1230229,2009.2276867064013
1230350,6550,2377.6231276926696
1230351,2121,231.6808957889831
1230351,4239389,3914.9728923952975
1230353,5622,250.89763015290737
