begin_geoid,end_geoid,lengte_m
1006109,1007884,3366.9036107732336
1006110,1006116,3523.4662308021866
1006110,1007887,4403.704649241681
1006112,1007887,1140.4422275112242
1006112,1007888,226.37620086600182
1006112,1007964,1289.262720283565
1006112,1007977,2439.6325522544253
1006114,1007977,3125.0847329133217
1006114,1007978,2722.5986957381424
1006114,1007981,4719.603771989241
1006116,1006118,771.3519153118435
1006116,1007981,3732.6294740672324
1006117,1006118,2390.4843675116276
1006117,1006123,3864.701574114598
1006117,1006169,3499.1757021848102
1006118,1006166,582.755637821299
1006119,1006234,5026.4352141947065
1006119,1007679,1190.7972560941719
1006119,1007744,2390.2371496491737
1006119,1020057,3197.2940367710685
1006121,1006156,552.3622704002265
1006121,1007747,88.64091141011045
1006121,1007750,205.22728836874816
1006123,1006190,3687.7733943810217
1006123,1006999,2745.0004769832476
1006124,1006153,2791.251505725756
1006124,1007692,4507.316250849861
1006124,1007747,1736.171929995105
1006126,1006134,2393.162258645617
1006126,1007969,404.16737025789973
1006128,1007799,178.27296762332696
1006128,1007969,2882.4960790114487
1006128,1019817,116.50937369495549
1006129,1006722,2884.213752214214
1006129,1007799,3057.7872208782924
1006129,1007991,302.18121349154563
1006130,1006131,1992.4524670674855
1006130,1006176,4226.283918377514
1006130,1007990,1476.258984575023
1006131,1006132,1800.5603979885125
1006131,1007988,3537.8063200835936
1006132,1006133,2700.508213921463
1006132,1007799,5996.470243690093
1006133,1007965,5156.519102098642
1006133,1007983,5872.047937093541
1006134,1007967,599.245947402803
1006134,1007968,1406.8002127784173
1006136,1007802,1915.9395890906032
1006136,1007995,1089.748606719276
1006138,1006160,3507.919299564653
1006138,1007801,3044.925798302169
1006138,1007994,3288.0533670083732
1006139,1007801,986.9545161482536
1006139,1007968,634.2276855285072
1006139,1019817,3305.6962623003496
1006140,1006141,820.4941128873569
1006140,1006152,1358.1206558780534
1006140,1007967,1925.5572430247341
1006140,1007995,3270.7552475200296
1006141,1006145,4236.916193128785
1006141,1007972,2127.5725390231437
1006142,1006143,2960.4187034255797
1006142,1007972,714.3952246186608
1006142,1007995,726.1127395083331
1006143,1007973,1118.7886840432736
1006143,8388,3839.7528648850284
1006145,8386,2207.018358489879
1006145,8387,1003.183304624418
1006149,1006150,2547.315463372535
1006149,8205,3222.6209301701847
1006150,1006151,2854.291295975704
1006150,8386,2591.584503507841
1006151,1006152,3316.1083199781656
1006153,1006222,4127.843565700392
1006153,1007669,479.8531294429456
1006154,1007669,2868.810893021775
1006154,1007689,3392.7324334516343
1006154,1007691,1903.7481316360393
1006155,1006156,215.32620642191935
1006155,1006234,3582.562879245834
1006155,1007745,607.7366114971119
1006156,1006238,2004.74310051696
1006157,1006158,2089.959466263667
1006157,1006160,2813.571100490389
1006157,1007994,2464.621486449427
1006158,1006164,3873.5208009433995
1006158,8388,3551.289616803164
1006160,1006722,441.6982101781922
1006162,1006724,146.46508114352406
1006162,1020176,1106.4513725530198
1006163,1006164,516.919763639747
1006163,1006707,1705.004988487155
1006163,1020176,1455.4901700584617
1006164,629,1601.51131619565
1006165,1006166,3652.7669735539994
1006165,1007981,824.4734928866905
1006165,1007988,2571.3200243923125
1006166,1006167,3354.3128924134244
1006167,1006168,2941.574329792751
1006167,1006169,1304.8399835701775
1006168,1006171,6069.194481901445
1006168,1006175,1491.3007972439852
1006168,1007989,3941.213914570664
1006169,1006170,293.99249549450127
1006170,1006175,3678.8359888812615
1006170,1006192,5192.71902704118
1006171,1006172,1172.4718018435713
1006171,1007997,1302.9784553844713
1006172,1006176,2126.9808417254944
1006172,1007989,4398.373810856971
1006175,1006198,5977.230901596157
1006176,1006177,411.1916871361956
1006177,1006185,2060.223970125585
1006177,1007993,1556.5727407235797
1006178,1006179,979.7890507147315
1006178,1006185,779.2071536689077
1006178,1007993,945.6844641889471
1006179,1006180,947.1303385661312
1006179,1006184,1812.5383759907397
1006180,1006181,2346.0336282998023
1006180,1006714,1422.6427998544916
1006181,1007992,1296.010181408033
1006181,1070368,652.6944857587947
1006184,1008002,1109.915864779404
1006184,1008003,1244.6948294076044
1006184,2625080,705.5040631232512
1006185,1008002,1089.3415716945071
1006186,1007999,810.1396537926962
1006186,1008000,1997.912638902398
1006186,1008003,1880.6186394435908
1006187,1006188,2504.457193988261
1006187,1006205,1747.4421800733494
1006187,1008000,1664.58570989336
1006188,1006198,5189.982747468012
1006188,1007997,2980.6497262585203
1006189,1006190,1770.7105608424142
1006189,1006999,1113.3554308823468
1006189,1007822,2805.6776730589677
1006190,1006191,2682.6531977944196
1006191,1006192,95.13608483686771
1006191,1006195,5654.126900634817
1006192,1006193,5711.433002769055
1006193,1006194,4117.2410689788885
1006193,1006198,3730.1781800861763
1006194,1006195,4466.1637982922275
1006194,1008011,6267.381568498413
1006195,1006196,2900.4624584656326
1006196,1007820,2687.584773003718
1006196,1007821,2287.9750190683994
1006197,1007818,3220.4542625084728
1006197,1007821,291.1543185635172
1006197,1007822,2779.517121500024
1006198,1006200,3258.431227238835
1006199,1006200,4313.303795738414
1006199,1006201,1395.1113231747374
1006199,1006332,4422.585447497478
1006200,1006207,4109.262790875011
1006201,1006342,2319.7168849478535
1006201,1008012,4328.5939155520255
1006204,1006212,1039.532036505694
1006204,1007689,3217.5208738926767
1006204,1019972,564.9027784775576
1006205,1006206,4230.945688144564
1006205,1006208,941.2171503865166
1006206,1006207,3741.2685176831974
1006206,1008016,546.9322617650691
1006207,1006332,2587.0038263618912
1006208,1007999,55.71676551773404
1006208,1008007,2873.6760600890257
1006209,1006335,605.3078012481612
1006209,1008004,2160.0907026537852
1006209,1008005,1388.4520576872017
1006210,1006211,4758.285961928648
1006210,1006337,3478.936509702163
1006210,1008004,193.05510946278667
1006211,1008010,2889.206463239118
1006211,2625080,5729.143948047229
1006211,628,2762.1190715275475
1006212,1006213,2217.9719099265967
1006212,1006214,1639.0782569713924
1006213,1006214,1080.9333906460038
1006213,1007669,4023.6341964115886
1006213,1007695,1840.5683332782746
1006214,1006215,197.89227887378954
1006215,1007694,245.31523069756614
1006215,1020230,3324.0526683092717
1006216,1006217,2003.4711755896956
1006216,1006224,1576.8117722407692
1006216,1007694,2770.221343691401
1006217,1007693,2827.005726553208
1006217,1007702,4419.6175708346445
1006219,1006218,3418.168458926801
1006219,1006278,3660.0207115897374
1006219,1007602,132.7547023607711
1006220,1006221,3429.92126288381
1006220,1006268,1965.6025782125764
1006220,1007602,3017.2771440848433
1006220,1007695,2430.7672276033018
1006221,1006222,497.9268195525499
1006221,1007739,3534.426984413302
1006222,1006248,2376.291882907303
1006223,1006224,872.4198732679222
1006223,1006230,2622.9709127844503
1006223,1006233,2698.220186859943
1006224,1006229,5356.625106480333
1006224,1007710,2785.9755989528458
1006226,1007426,3578.963545932489
1006226,1007702,634.5635321527004
1006226,1007706,2983.8970681010437
1006228,1006229,470.94621469545416
1006228,1006230,6182.589582417292
1006229,1007709,2696.6567169249824
1006230,1006231,2145.096129996575
1006231,1006232,811.0604891882629
1006231,1006291,1760.4081836728726
1006232,1006233,2005.4154955435974
1006232,1007713,3175.430451167429
1006233,1006218,1351.4847250218088
1006234,1006236,927.1006061228712
1006236,1006237,295.89158112615513
1006236,1007752,783.7402009789175
1006237,1006238,3375.0008630198777
1006237,1006241,3402.6842353408374
1006238,1006239,2788.9191905095513
1006238,1006246,817.7230394897615
1006239,1006240,1285.0320031702097
1006239,1006257,1973.249761954602
1006239,1007688,1214.987902880139
1006240,1006241,2980.3563115018433
1006240,1007690,1154.3653826493896
1006241,1006242,1479.5211205373205
1006242,1006243,1244.8096309003558
1006242,1006294,1611.1814795087903
1006243,1006244,2569.409949431365
1006243,1007752,2752.641195948563
1006244,1007753,1688.8678689110473
1006244,1007755,2471.4945077372595
1006245,1006246,3191.2730294809
1006245,1006250,2729.8525102912845
1006245,1006257,516.9428335815641
1006246,1007682,2024.8189343787258
1006248,1007680,941.0162681292309
1006248,1007750,3759.4132788162324
1006250,1006251,690.9547899267145
1006251,1006252,1447.8625975333869
1006251,1006267,1333.1207169414336
1006252,1006253,1135.6909814782139
1006252,1006257,910.4701714862028
1006253,1006254,1647.7226791249402
1006253,1006266,2577.548678234146
1006254,1006255,762.9580274216856
1006254,1007688,547.0782387990063
1006255,1007714,1470.766696334197
1006255,1007715,759.3762607709782
1006256,1007690,1483.578174068879
1006256,1007712,628.896548375533
1006256,1007714,697.7047996899397
1006259,1006271,1289.2890945723616
1006259,1007674,894.8229492017846
1006259,1007678,561.0245993850914
1006260,1006262,345.51411348263696
1006260,1007678,1256.6267599268544
1006261,1006260,74.17730342232194
1006261,1006274,328.60407913658577
1006261,1008170,736.1063664141589
1006262,1006263,764.8092717367465
1006262,1006313,879.6029661274473
1006263,1007737,4145.4470949847955
1006263,1007738,650.2452813540854
1006264,1007733,2193.422574038069
1006264,1007736,1690.2387880391254
1006264,1007737,1275.0796532868387
1006265,1006266,360.4905846884012
1006265,1006310,5334.4203687210975
1006265,1007736,556.321691146821
1006266,1007734,913.99241162371
1006267,1007734,721.5301733195051
1006267,1007742,2321.9383964559047
1006268,1006269,1447.749301852439
1006268,1007742,3085.647572911209
1006269,1006270,2220.3047266280946
1006269,1006276,1201.4224053205053
1006270,1006271,70.93739541166885
1006270,1007733,1996.412658194452
1006270,1007738,1570.9848129071945
1006271,1006275,1523.6527691707827
1006273,1006274,698.3229304187992
1006273,1006282,3888.765632139259
1006273,1008170,275.32630691850886
1006274,1006279,6027.905453572146
1006275,1006276,867.189559475791
1006275,1007674,2255.166757052092
1006276,1006277,1116.7259009024158
1006277,1007602,3087.3012466674486
1006277,1007673,846.5955588778984
1006278,1006279,923.8685758561841
1006278,1007673,1883.1444720767443
1006279,1006280,1389.7268747949047
1006280,1006281,2309.9633650771552
1006280,1007814,996.8113889493768
1006281,1006282,1073.1138979931645
1006281,1006292,2204.105909701741
1006282,1006283,1536.1247701251273
1006283,1006284,1601.3725268663754
1006283,1006292,4136.507856666769
1006284,1006285,3743.785323943139
1006284,1006462,181.3732248205024
1006285,1006286,822.2408363724659
1006285,1006324,2565.7889042071993
1006286,1006323,442.2288870791929
1006286,1008170,3488.3754083091408
1006287,1006288,2300.567955780653
1006287,1006292,2736.736365269654
1006287,1007814,1254.3371646376343
1006288,1006289,3350.6456088114837
1006288,1007713,3499.5809741618486
1006289,1006290,1614.9619742938878
1006290,1006291,5056.344813513849
1006292,1007815,1336.920870608122
1006293,1007728,1768.9334374018704
1006293,1007729,1510.103184512644
1006293,1007754,948.445928410166
1006294,1007729,1682.9351627065244
1006294,1007730,291.62706937355716
1006295,1006296,1864.456425635303
1006295,1007718,2257.47622171526
1006295,1007730,679.4954113282266
1006296,1006297,2364.5738519086526
1006296,1007718,1348.1186584350771
1006297,1006298,4380.214204251038
1006297,1007725,2037.915788139216
1006298,1006299,558.5582362915843
1006298,1007716,2090.6399310631277
1006299,1006300,1726.1672398408803
1006299,1006309,980.6102412506325
1006300,1006301,1494.2648777542408
1006300,1007793,3222.419972261976
1006301,1006302,712.2761248719108
1006301,1006565,3293.9627905374255
1006302,1006562,2556.7684111989624
1006302,1007139,3532.869479143331
1006304,1007139,1509.7005475142053
1006304,1007725,919.4332891726267
1006304,1007726,1861.031996600318
1006305,1007096,1965.2081872927506
1006305,1007726,744.724125117084
1006305,1007728,2929.595619787101
1006306,1006307,2740.743641476195
1006306,1006316,1103.161344612924
1006306,1006575,4790.109554665801
1006306,1007794,2972.1733432761253
1006307,1006308,50.797407019212535
1006307,1006314,3158.146877457645
1006308,1007793,3324.612517087891
1006308,1007795,378.17469494132337
1006308,1007798,3805.8672773229964
1006309,1007715,3360.6296680015344
1006309,1020016,433.9072100833799
1006310,1006311,3878.894954321455
1006310,1020016,3808.3972737466975
1006311,1007795,1115.0334143050593
1006311,1007796,496.34107282652354
1006312,1007737,1511.0799888852498
1006312,1007796,1691.1780189493043
1006312,1007797,1593.7434591487934
1006313,1007797,1940.0670257367685
1006313,1007798,1983.7997793735044
1006314,1006315,2910.970538975294
1006314,1006322,2340.066114658351
1006315,1006316,897.8094671424778
1006315,1007789,4242.366774593892
1006316,1006319,6458.616153921694
1006317,1006318,3855.9890959672075
1006317,1006328,2493.994374057912
1006317,1006492,4216.1721029941355
1006318,1006319,121.10785428604848
1006318,1007790,2903.4980654358696
1006319,1006577,1911.7301693343995
1006320,1006321,2896.50661460176
1006320,1007789,1429.5743689210183
1006320,1007790,112.73231337040032
1006321,1006330,465.76372317502603
1006321,1007788,1742.2562012875007
1006322,1007787,524.0156965346027
1006322,1007788,2025.6227733457315
1006323,1006331,1427.7058893474923
1006323,1007787,2374.11457196551
1006324,1006325,1951.8670854841157
1006324,1006331,2352.7467705708095
1006324,1007774,1483.244935900555
1006325,1006326,1347.1418304979761
1006325,1006329,1507.4296912729449
1006326,1006327,1706.4116663104503
1006326,1007769,327.095671057688
1006327,1006328,2208.047786816932
1006327,1006470,2218.2165683357343
1006328,1006329,1291.6046243756282
1006329,1006330,3150.155802266505
1006329,1007790,3217.354012452009
1006330,1006331,349.9776827590096
1006332,1006333,168.9017348130216
1006333,1006334,3305.4057099971556
1006333,1008018,3808.977410919246
1006334,1008016,2481.183892204628
1006334,1008022,141.96954790157523
1006335,1008022,1936.112289923564
1006335,1008024,2766.7940890111076
1006336,1006337,403.4550451036446
1006336,1008024,1793.1166355000746
1006336,1008027,2474.1100972916943
1006337,1493880,1628.6703035334206
1006338,1006339,1482.813847577963
1006338,1006366,1538.4829318328975
1006338,1008025,683.3712160214576
1006339,1006340,817.8383991291763
1006339,1006370,3950.517711105439
1006340,1006341,3524.7385902986102
1006340,1008018,701.4008500225991
1006341,1006342,2667.361978317948
1006341,1006371,3532.503898662349
1006342,1007848,2015.3227070580097
1006343,1007803,745.6236584421032
1006343,1007827,717.2535853294373
1006343,1007842,3353.2273400831023
1006347,1007809,2601.0895250161384
1006347,1007838,3184.75189865014
1006347,1007842,1230.441595845144
1006350,1006997,5206.832824777703
1006350,1007803,3296.4591633806835
1006350,1007806,2263.5177046249382
1006351,1006355,650.7287452544972
1006351,1007653,230.7648333592214
1006351,1007834,205.19437587996055
1006352,1006353,3107.593611348822
1006352,1006356,1883.7757588037523
1006352,1007653,3626.4453530777646
1006353,1006381,5016.729820184983
1006353,1007837,505.53410689633165
1006354,1006355,2131.180782841363
1006354,1006359,847.9305876219255
1006354,1007837,1027.3074542377867
1006354,1007844,4408.318102848634
1006355,1007836,154.7108950306023
1006355,1007837,1760.6324345087114
1006356,1006357,2024.7803273950283
1006357,1006373,1317.209921560329
1006357,1007853,1612.955077666893
1006358,1006359,2226.922347912558
1006358,1007836,1413.4748098959979
1006358,1007841,1443.6576917424443
1006359,1020233,5644.023372072631
1006361,1006362,4261.862103627947
1006361,1006403,1728.6154563057444
1006361,1007848,2385.1020494339227
1006362,1006363,418.07143412514256
1006362,1006391,1345.2756723616903
1006363,1006388,4150.120142725535
1006363,1007849,4357.067551428578
1006365,1007847,1777.151962129083
1006365,1008012,3468.8210821813295
1006366,1007851,3212.5383232737026
1006366,1008028,1760.1470093503815
1006370,1006371,3222.840690372594
1006370,1007850,1208.8481608908228
1006371,1006404,840.3100982484366
1006372,1006377,2067.3608743753066
1006372,1006469,3660.5665148645826
1006372,1007856,2971.5686702409107
1006373,1006374,2117.189747090666
1006373,1007857,4133.595916117949
1006374,1006383,1341.267979734114
1006374,1007858,3693.1212501988352
1006375,1006427,1464.7252049366296
1006375,1007858,246.13022831544924
1006375,1008077,2986.501490442569
1006376,1006377,1051.0104795372113
1006376,1006493,390.81661688957377
1006376,1007856,4215.081312215063
1006376,1008077,4389.709887375076
1006377,1007782,2702.3084622552165
1006379,1006384,138.21335469260703
1006379,1006387,3195.391658518848
1006379,1007844,416.6214750493673
1006379,1007845,1531.952735496898
1006380,1006384,2056.3663099521264
1006380,1006390,5126.062604120848
1006380,1007859,1300.5129882874216
1006381,1006382,4032.9284547076245
1006381,1007859,2206.455499581221
1006382,1006383,150.47568669341024
1006382,1007914,4172.416009358496
1006383,1006356,5079.530276939793
1006383,1007917,3468.636821533857
1006384,1007860,1048.1482110269083
1006386,1006402,4104.708624701029
1006386,1007861,1257.065687232424
1006386,1007862,3525.81020105439
1006386,1007926,2939.213139503371
1006387,1006388,497.59312741358684
1006387,1006391,2441.042811118781
1006387,1007861,1683.8212283752848
1006388,1007845,1772.3229226643768
1006388,1007846,2653.3984146829557
1006390,1006431,2762.2665401181052
1006390,1007862,1723.9849250983286
1006390,1007931,3383.501862994927
1006391,1006392,77.13511684067224
1006392,1006393,2390.1278555731915
